time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-03-28T02:20:36.150Z,-5.7894,151.1481,25.82,5.1,mb,,37,5.299,1.05,us,us1000d9z0,2018-03-28T02:42:07.040Z,"114km ESE of Kimbe, Papua New Guinea",earthquake,10.4,2,0.051,127,reviewed,us,us
2018-03-28T02:18:12.940Z,-24.2846,-66.8589,166.32,4.4,mb,,35,1.795,0.99,us,us1000d9yv,2018-03-28T02:35:30.040Z,"55km W of San Antonio de los Cobres, Argentina",earthquake,8.1,7.8,0.086,39,reviewed,us,us
2018-03-28T02:04:55.020Z,-23.5262,-179.6841,541.13,4.8,mb,,125,6.129,0.99,us,us1000d9yu,2018-03-28T02:29:12.040Z,South of the Fiji Islands,earthquake,12.7,7.5,0.084,44,reviewed,us,us
2018-03-28T01:43:02.090Z,18.9121667,-155.365,10.88,3.05,ml,37,268,0.2588,0.12,hv,hv70063976,2018-03-28T03:20:49.240Z,"34km SSE of Pahala, Hawaii",earthquake,1,0.53,0.138,38,reviewed,hv,hv
2018-03-28T00:58:04.570Z,41.1584,-29.389,10,4.9,mb,,60,2.588,0.93,us,us1000d9yf,2018-03-28T01:19:09.040Z,"239km NE of Santa Cruz das Flores, Portugal",earthquake,9.8,1.9,0.04,200,reviewed,us,us
2018-03-28T00:27:04.050Z,34.3577,45.4334,10,4.4,mb,,71,0.793,1.15,us,us1000d9y4,2018-03-28T01:45:38.621Z,"41km WSW of Sarpol-e Zahab, Iran",earthquake,5.8,1.9,0.075,51,reviewed,us,us
2018-03-28T00:02:48.958Z,56.5625,-148.7114,10,2.7,ml,,,,1.26,ak,ak18795301,2018-03-28T18:37:52.696Z,"261km ESE of Kodiak, Alaska",earthquake,,0,,,reviewed,ak,ak
2018-03-27T23:55:09.940Z,31.7987,48.6784,10,4.3,mb,,66,4.13,0.94,us,us1000d9y1,2018-03-28T00:38:36.040Z,"32km SSW of Shushtar, Iran",earthquake,8.1,1.9,0.094,32,reviewed,us,us
2018-03-27T23:48:51.678Z,59.7712,-136.5537,0,2.6,ml,,,,0.54,ak,ak18795296,2018-03-27T23:54:03.306Z,"78km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-03-27T23:09:14.130Z,56.4198,-148.6135,21.11,3.1,ml,,217,2.561,0.61,us,us1000d9xc,2018-03-28T00:35:06.040Z,"275km ESE of Kodiak, Alaska",earthquake,4.3,10.5,0.052,48,reviewed,us,us
2018-03-27T23:07:52.690Z,31.8907,48.7153,10,4.4,mb,,65,4.075,0.9,us,us1000d9wt,2018-04-01T22:32:35.784Z,"21km SW of Shushtar, Iran",earthquake,8,1.9,0.087,38,reviewed,us,us
2018-03-27T22:54:41.190Z,40.5138333,-123.9008333,20.32,2.55,md,24,63,0.1066,0.11,nc,nc72990650,2018-03-30T05:01:18.844Z,"17km ESE of Hydesville, CA",earthquake,0.29,0.41,0.136,34,reviewed,nc,nc
2018-03-27T22:41:08.710Z,56.5319,-148.5963,5.81,5.4,mww,,90,2.508,0.72,us,us1000d9wb,2018-04-02T15:33:01.809Z,"269km ESE of Kodiak, Alaska",earthquake,6,3.8,0.04,61,reviewed,us,us
2018-03-27T22:16:18.920Z,56.6303,-148.7142,18.36,4.4,mb,,136,2.401,0.94,us,us1000d9vq,2018-03-27T22:55:24.040Z,"257km ESE of Kodiak, Alaska",earthquake,6.6,5,0.07,58,reviewed,us,us
2018-03-27T20:51:43.840Z,56.4483,-148.6528,10,4.2,mb,,206,2.527,0.34,us,us1000d9tc,2018-04-02T19:02:08.040Z,"272km ESE of Kodiak, Alaska",earthquake,10.1,2,0.303,3,reviewed,us,us
2018-03-27T20:43:28.714Z,59.7817,-154.0048,174.5,2.6,ml,,,,0.66,ak,ak18793296,2018-03-27T20:59:26.572Z,"51km E of Old Iliamna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-03-27T20:26:55.240Z,56.4686,-148.6386,10,3.7,ml,,216,2.522,0.27,us,us1000d9su,2018-04-02T18:56:19.040Z,"271km ESE of Kodiak, Alaska",earthquake,3.4,2,0.044,68,reviewed,us,us
2018-03-27T20:21:23.236Z,63.0396,-151.0333,0.8,3.1,ml,,,,0.59,ak,ak18793276,2018-03-27T20:29:49.159Z,"92km NNW of Talkeetna, Alaska",earthquake,,1.7,,,automatic,ak,ak
2018-03-27T20:20:44.919Z,63.2442,-151.0686,8.3,2.7,ml,,,,0.98,ak,ak18793271,2018-03-27T20:34:51.704Z,"107km W of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-03-27T20:12:01.238Z,56.7404,-148.6866,20.3,3.4,ml,,,,0.48,ak,ak18793255,2018-03-27T20:17:21.853Z,"253km ESE of Kodiak, Alaska",earthquake,,5.6,,,automatic,ak,ak
2018-03-27T19:40:45.256Z,57.7919,-150.4976,4.4,2.8,ml,,,,0.89,ak,ak18792290,2018-03-27T19:44:41.783Z,"113km E of Kodiak, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-03-27T19:40:25.100Z,56.5508,-148.6548,10,4,ml,,149,2.47,0.51,us,us1000d9ry,2018-04-02T18:17:10.040Z,"265km ESE of Kodiak, Alaska",earthquake,4,2,0.042,76,reviewed,us,us
2018-03-27T19:38:43.810Z,18.986,-67.3451,91,3.14,md,6,233,0.5688,0.22,pr,pr2018086009,2018-04-02T18:09:17.040Z,"87km NNW of San Antonio, Puerto Rico",earthquake,2.8,3.15,0.03,4,reviewed,pr,pr
2018-03-27T19:23:58.500Z,36.9185,-97.6468,5.274,2.6,ml,,49,,0.3,us,us1000d9rl,2018-04-02T17:58:28.554Z,"13km SSW of Caldwell, Kansas",earthquake,1.4,6.2,,,reviewed,tul,tul
2018-03-27T18:51:40.190Z,-7.212,130.1324,89.28,4.7,mb,,59,1.386,0.77,us,us1000d9r1,2018-04-02T14:27:30.040Z,"154km WNW of Saumlaki, Indonesia",earthquake,4.4,6.9,0.066,69,reviewed,us,us
2018-03-27T16:36:15.080Z,33.0014,138.0004,328.94,4.3,mb,,54,1.527,0.91,us,us1000d9nv,2018-03-27T17:16:46.040Z,"168km W of Hachijo-jima, Japan",earthquake,7,6.4,0.045,140,reviewed,us,us
2018-03-27T16:27:07.140Z,38.21,-121.8161667,22.86,2.61,md,47,155,0.05583,0.2,nc,nc72990716,2018-03-30T01:07:04.147Z,"12km WNW of Rio Vista, CA",earthquake,0.3,0.4,0.143,52,reviewed,nc,nc
2018-03-27T12:36:27.120Z,18.4273,-64.8871,96,3.18,md,6,345,1.0031,0.17,pr,pr2018086008,2018-03-30T09:34:50.040Z,"14km SE of Charlotte Amalie, U.S. Virgin Islands",earthquake,4.81,2.16,0.07,3,reviewed,pr,pr
2018-03-27T11:51:22.339Z,56.5908,-148.7162,72.3,3.6,ml,,,,0.86,ak,ak18790203,2018-03-27T11:55:39.398Z,"260km ESE of Kodiak, Alaska",earthquake,,12,,,automatic,ak,ak
2018-03-27T11:39:26.870Z,-3.0554,87.0435,10,4.8,mb,,121,11.384,1,us,us1000d9jd,2018-03-27T11:51:20.040Z,South Indian Ocean,earthquake,10.5,1.9,0.125,20,reviewed,us,us
2018-03-27T10:56:49.827Z,61.7504,-151.6429,87.2,2.9,ml,,,,0.48,ak,ak18789259,2018-03-30T12:06:00.492Z,"84km W of Willow, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-03-27T09:48:45.790Z,56.4129,-148.652,17.13,4,ml,,228,2.547,0.71,us,us1000d9hx,2018-03-27T16:06:53.761Z,"274km ESE of Kodiak, Alaska",earthquake,8.6,8.2,0.045,66,reviewed,us,us
2018-03-27T09:06:14.900Z,-25.9372,178.4589,625.93,4.8,mb,,94,8.161,1.45,us,us1000d9gz,2018-03-27T10:34:48.040Z,South of the Fiji Islands,earthquake,14.3,8.4,0.107,27,reviewed,us,us
